index,u_p0,u_p1,u_p2,v_p0,v_p1,v_p2,w_p0,w_p1,w_p2
k,0,0,0,1,1,1,2,2,2
x,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
   264.40,    6.7622,    7.5623,    8.2609,    0.0466,   -1.0734,   -1.2512,    0.0900,    0.2200,   -0.1600
   264.50,    7.0117,    6.4214,    7.8345,    0.2198,   -0.1947,   -1.1147,    0.5900,    1.2000,    0.3650
   264.60,    7.3284,    5.9914,    7.7758,    0.2515,   -0.2902,   -0.8975,    0.7700,    1.5600,    0.4100
   264.70,    7.3124,    6.6098,    8.0640,    1.3680,   -0.6845,   -1.2433,    1.5900,    1.4700,    0.2000
   264.80,    6.4050,    6.4746,    8.1767,    1.9120,   -1.1499,   -1.2615,    1.2200,    1.8000,    0.1600
   264.90,    6.6345,    7.0127,    8.2177,    1.5805,   -0.5424,   -0.9573,    0.9150,    1.7800,    0.1750
   265.00,    6.7770,    7.3661,    8.0447,    1.2026,   -0.1713,   -1.0569,    0.5600,    1.6400,    0.3500
   265.10,    6.7289,    7.1757,    8.2947,    0.8405,    0.6246,   -1.2648,    0.3950,    1.6600,    0.3650
   265.20,    6.4891,    7.2331,    8.4941,    0.2981,    0.3894,   -1.2938,    0.3000,    1.1900,    0.2300
   265.30,    6.7436,    7.9388,    8.2896,    0.3721,   -0.5427,   -1.3688,    0.2750,    1.3200,    0.2500
   265.40,    6.7364,    7.3998,    8.1871,   -0.1489,    0.0181,   -1.3457,    0.1400,    1.3700,    0.2200
   265.50,    6.0313,    7.3286,    8.3322,    0.3131,   -0.0405,   -1.3386,    0.9450,    1.1100,    0.3600
   265.60,    6.0082,    7.1747,    8.3168,    0.5596,   -0.6436,   -1.3583,    0.7900,    1.4100,    0.2800
   265.70,    6.0722,    6.8484,    8.4366,    0.3573,   -1.0613,   -1.3187,    0.6700,    1.6500,    0.3800
   265.80,    5.9154,    7.5224,    8.3843,    0.6195,   -0.0524,   -0.9796,    0.6900,    2.2600,    0.3200
   265.90,    5.8287,    7.6185,    8.2917,    0.6872,    0.1518,   -1.0087,    0.2200,    1.4100,    0.1800
   266.00,    5.7893,    7.5584,    8.1920,    0.7180,    0.3510,   -1.0958,    0.0600,    0.8800,    0.1800
   266.10,    5.3843,    7.3730,    8.1385,    1.0280,    0.1786,   -0.8637,    0.2400,    0.7400,    0.3800
   266.20,    5.9454,    7.5030,    8.1169,    0.7229,   -0.1260,   -0.9483,    0.2200,    0.6900,    0.4000
   266.30,    6.2227,    7.5579,    8.0426,    1.1915,   -0.6892,   -1.0108,   -0.1500,    1.0000,    0.3850
   266.40,    6.3584,    7.4463,    7.9780,    1.0728,   -1.1731,   -1.0936,   -0.4600,    0.5900,    0.4800
   266.50,    6.2094,    8.0895,    8.0972,    1.1258,   -1.0157,   -0.7298,   -0.2000,    0.8200,    0.4350
   266.60,    6.3123,    7.7620,    8.0738,    0.8677,   -0.7852,   -1.0034,   -0.2100,    1.2100,    0.4800
   266.70,    6.0864,    7.5461,    7.9997,    1.4312,   -0.8830,   -1.2120,    0.2500,    0.8800,    0.5900
   266.80,    6.3160,    7.5187,    8.0024,    0.9536,   -0.9505,   -1.1761,    0.1500,    0.5900,    0.5100
   266.90,    5.8378,    7.9472,    8.0845,    1.0481,   -0.7269,   -0.7136,   -0.2750,    0.1200,    0.2600
   267.00,    5.6447,    7.8812,    8.0679,    0.7928,   -0.8276,   -0.8973,   -0.1400,   -0.1700,    0.3700
   267.10,    5.7769,    8.0374,    7.9085,    0.8482,   -0.0105,   -1.3692,    0.0950,   -0.4300,    0.4900
   267.20,    5.7615,    8.1718,    8.2535,    1.2346,    0.1129,   -1.0170,    0.3600,   -0.1500,    0.3600
   267.30,    5.7422,    8.1681,    8.0574,    2.0301,    0.4330,   -1.0731,   -0.2600,   -0.1200,    0.4200
   267.40,    5.4551,    8.5764,    7.8184,    1.5247,   -0.1652,   -1.0704,   -0.8100,    1.6800,    0.4500
   267.50,    5.9439,    8.5584,    7.7240,    2.4182,   -1.5851,   -1.1426,   -0.6400,    0.3400,    0.5150
   267.60,    5.8763,    8.2087,    7.7603,    2.7946,   -1.4642,   -1.1773,    0.0500,   -0.2000,    0.4700
   267.70,    5.7698,    8.4631,    7.8257,    2.6177,   -1.0411,   -1.1586,   -0.0100,   -0.0800,    0.4300
   267.80,    5.8509,    8.5523,    7.7903,    2.0150,   -0.7808,   -1.0739,   -0.1500,   -0.0500,    0.3700
   267.90,    6.3807,    8.7862,    7.7370,    2.2546,   -0.4814,   -0.9878,    0.0250,    0.1200,    0.2750
   268.00,    6.6677,    8.7517,    7.7076,    2.1509,   -0.6067,   -1.2123,   -0.0200,    0.0200,    0.3800
   268.10,    6.5393,    8.7823,    7.6910,    1.9784,   -0.6813,   -0.7868,    0.3250,    0.1700,    0.4400
   268.20,    6.3880,    9.0967,    7.7167,    2.1664,   -0.8636,   -1.0544,    0.3100,    0.1500,    0.6100
   268.30,    6.3140,    9.3881,    7.8419,    2.0149,   -0.7993,   -0.9428,   -0.0400,    0.5000,    0.6500
   268.40,    5.9536,    9.4186,    7.8553,    1.6429,   -1.2800,   -1.0231,   -0.4600,    0.5100,    0.6900
   268.50,    5.9494,    9.2979,    7.9871,    1.9380,   -0.7035,   -0.3266,   -0.5850,    0.3700,    0.3400
   268.60,    6.1715,    9.3730,    7.8938,    2.2467,   -0.8510,   -0.6978,   -0.5100,    0.1600,    0.4900
   268.70,    6.2140,    9.7998,    7.7907,    2.0168,   -0.6134,   -0.6998,   -0.6150,    0.1100,    0.4950
   268.80,    5.9550,   10.1428,    7.8627,    1.9209,   -0.5642,   -0.8512,   -0.4700,    0.3900,    0.3700
   268.90,    5.7254,    9.9222,    7.4852,    2.3985,   -0.7978,   -0.6197,   -0.3450,    0.5200,    0.3200
   269.00,    5.4992,   10.4445,    7.5872,    2.4420,   -0.5841,    0.2904,    0.0300,    0.4300,    0.2800
   269.10,    5.5484,   10.1598,    8.0204,    2.6511,   -0.4125,    0.2439,   -0.0600,    0.5100,    0.3400
   269.20,    5.5290,    9.9478,    7.8738,    2.4314,   -0.7163,    0.2187,   -0.1200,    0.2700,    0.4300
   269.30,    5.4877,    9.7427,    7.8039,    2.3622,   -0.6703,    0.3241,   -0.1800,    0.2300,    0.5800
   269.40,    5.5507,    9.6966,    7.7995,    2.3130,   -0.4693,    0.3022,   -0.2300,    0.1900,    0.5200
   269.50,    5.3053,    9.6149,    7.9157,    2.3968,   -0.5577,    0.5160,   -0.1850,    0.2100,    0.6950
   269.60,    5.4882,    9.7641,    7.7480,    2.5903,   -0.4967,    0.4313,   -0.2600,    0.1800,    0.8500
   269.70,    5.9050,    9.8306,    8.0226,    1.7189,   -0.5740,    0.0518,   -0.2150,    0.3500,    0.7450
   269.80,    5.8738,    9.7158,    7.9169,    1.6545,   -0.9158,    0.2739,   -0.3500,    0.7300,    0.6600
   269.90,    5.6439,    9.9483,    7.9764,    2.0181,   -0.8944,   -0.0073,   -0.1700,    0.7800,    0.7600
   270.00,    5.7824,    9.8628,    7.9487,    1.9923,   -0.6626,   -0.0428,   -0.3700,    0.5700,    0.5500
   270.10,    5.6339,    9.5023,    7.8154,    2.2733,   -0.6855,    0.1439,   -0.3400,    0.8000,    0.5750
   270.20,    5.2412,    9.2145,    7.6288,    2.7452,   -0.3718,    0.0676,    0.0900,    0.6300,    0.4100
   270.30,    5.4277,    9.4366,    7.4679,    2.2124,   -0.2662,   -0.1303,   -0.1600,    0.0700,    0.6250
   270.40,    5.5157,    9.3388,    7.5153,    2.3657,   -0.4563,   -0.1102,    0.0700,    0.3100,    0.7400
   270.50,    5.3413,    9.3437,    7.3219,    2.3941,   -0.2063,   -0.1304,    0.1850,    0.3100,    0.5700
   270.60,    5.0836,    9.0029,    7.1964,    2.4622,   -0.0416,    0.0501,    0.7400,    0.3100,    0.6000
   270.70,    4.2960,    8.9451,    7.2690,    2.2907,   -0.0344,   -0.2224,    0.7450,   -0.1100,    0.6550
   270.80,    4.6848,    8.7077,    7.2584,    1.8220,    0.1003,   -0.4552,    0.6400,    0.0700,    0.6600
   270.90,    4.5197,    8.6739,    7.3455,    1.5132,    0.3170,   -0.3519,    0.7250,    0.2800,    0.7600
   271.00,    4.8501,    9.0450,    7.2703,    1.1726,   -0.0364,   -0.2614,    0.6800,    0.4500,    0.9800
   271.10,    5.1143,    8.7128,    7.4085,    1.0803,   -0.3479,   -0.4012,    0.8350,    0.6100,    1.0100
   271.20,    4.9505,    8.7500,    7.2912,    0.9926,   -0.1866,    0.0902,    1.1300,    0.4200,    1.3100
   271.30,    5.5078,    8.5828,    7.0394,    0.9506,   -0.4494,    0.0522,    1.1250,    0.6700,    1.5850
   271.40,    5.2197,    8.6956,    6.7558,    0.9472,   -0.2075,    0.3308,    1.0700,    0.6700,    1.9700
   271.50,    5.2465,    8.9096,    6.7140,    0.9897,    0.1963,   -0.1695,    0.8850,    0.1800,    1.5350
   271.60,    5.1569,    8.8697,    6.3822,    0.7044,   -0.0009,   -0.4560,    0.4600,    0.1000,    1.4500
   271.70,    5.0248,    8.6823,    6.7668,    0.6490,   -0.2733,    0.1256,    0.7000,    0.7000,    1.2950
   271.80,    5.4064,    8.4094,    7.0964,    0.8775,   -0.3139,    0.0520,    0.5500,    0.4500,    1.1000
   271.90,    5.6898,    8.5737,    6.7899,    0.7449,   -0.6072,   -0.3240,    0.5650,    0.6000,    0.9150
   272.00,    5.5780,    8.7813,    6.5645,    1.1622,   -0.7313,   -0.1415,    0.6000,    0.7100,    0.9200
   272.10,    5.4544,    8.6429,    6.3531,    1.1827,   -0.6486,    0.0427,    0.8350,    0.6100,    1.3600
   272.20,    5.5325,    8.6436,    6.6039,    1.5912,   -0.3065,   -0.1723,    0.4500,    1.5200,    1.1100
   272.30,    5.2795,    9.0480,    6.7652,    1.4462,   -0.6986,   -0.0064,    0.2950,    1.1500,    1.2750
   272.40,    5.2965,    9.1797,    6.9570,    1.1918,   -0.6112,   -0.7274,    0.4200,    1.0200,    0.8900
   272.50,    5.5073,    8.9079,    7.0305,    0.7225,   -1.0079,   -1.0069,    0.5850,    0.9200,    0.7900
   272.60,    5.7772,    9.3292,    7.0181,    0.8162,   -0.8422,   -0.8766,    0.6400,    1.0700,    0.6400
   272.70,    5.7650,    8.9160,    6.7609,    0.6544,   -0.4939,   -0.3774,    0.7250,    1.0400,    0.6800
   272.80,    5.9617,    9.2790,    6.6019,    0.9386,   -0.1430,   -0.2723,    0.4100,    1.0100,    0.6100
   272.90,    6.0070,    9.1490,    5.5209,    1.0047,   -0.2445,    0.2932,    0.2650,    1.1400,    1.0200
   273.00,    6.3409,    9.1482,    5.7826,    0.6931,   -0.1805,    0.0760,    0.3100,    1.0100,    1.2400
   273.10,    6.6426,    9.2817,    6.0574,    1.2822,   -0.1071,    0.2166,    0.7250,    1.3000,    0.9450
   273.20,    6.6598,    9.0748,    6.1136,    1.3449,   -0.0470,    0.2235,    0.2800,    1.0500,    1.3300
   273.30,    7.0725,    9.5691,    6.0753,    1.3778,    0.1633,    0.5643,   -0.2000,    0.9700,    1.5400
   273.40,    7.2617,    9.4317,    6.0112,    1.4331,    0.7021,    1.1157,   -0.0300,    0.2000,    1.2400
   273.50,    6.9413,    9.3812,    6.2596,    1.3154,   -0.3371,    1.0357,   -0.0300,    1.1100,    1.1300
   273.60,    6.8524,    9.6727,    6.3439,    1.1691,   -0.1588,    0.8430,    0.1100,    1.0500,    0.8600
   273.70,    6.8332,    9.4395,    6.4169,    1.2095,   -0.1162,    0.9446,    0.0200,    1.1400,    1.4150
   273.80,    6.8475,    9.2406,    6.4645,    1.3252,   -0.0623,    0.6726,    0.0900,    0.8800,    1.4700
   273.90,    6.9062,    9.3359,    6.4768,    1.9202,    0.2059,    0.6884,   -0.2950,    0.9300,    1.2550
   274.00,    6.6588,    9.0606,    6.8910,    1.7010,    0.6494,    0.7962,    0.2400,    0.6700,    0.7900
   274.10,    6.5772,    8.8781,    6.2813,    1.4666,    0.2209,    0.7143,    0.1500,    1.0000,    1.0350
   274.20,    6.4897,    8.8180,    6.8425,    1.3383,    0.0141,    0.6692,    0.3700,    1.2400,    1.2400
   274.30,    6.5645,    8.6966,    6.9079,    1.4828,    1.4668,    0.4849,    0.4750,    1.0700,    1.0050
   274.40,    6.6867,    8.4952,    6.9858,    1.5904,    1.5988,    0.4303,    0.4000,    0.7000,    0.6900
   274.50,    6.5021,    8.6959,    6.9109,    1.4110,    1.5308,    0.2287,    0.2400,    0.7400,    0.5800
   274.60,    6.4372,    8.5188,    6.7036,    1.4173,    0.3621,   -0.2883,    0.0700,    1.5200,    0.6100
   274.70,    6.8246,    8.5717,    6.0041,    1.4827,    0.5110,   -1.1186,   -0.3650,    0.8000,    0.9450
   274.80,    6.9866,    8.4629,    6.0303,    1.5845,    0.4692,   -0.9551,   -0.2500,    0.5500,    0.8900
   274.90,    7.3168,    8.3233,    6.2305,    1.5930,   -0.0182,   -0.6420,   -0.2200,    0.5100,    0.7750
   275.00,    7.3658,    8.2536,    6.7016,    1.3390,    0.6073,   -0.7943,    0.0200,    0.4000,    0.8100
   275.10,    7.1632,    8.6830,    6.6507,    1.7131,    0.0688,   -0.0312,    0.0250,    0.3300,    0.8900
   275.20,    6.8797,    9.2733,    6.7078,    1.6426,   -0.3290,   -0.3804,   -0.0500,    0.3100,    0.8000
   275.30,    6.2440,    9.3181,    6.7594,    1.7142,   -0.2878,   -0.2494,   -0.5250,    0.9900,    0.7550
   275.40,    6.1742,    9.3723,    6.7763,    1.4705,   -0.3809,   -0.7638,   -0.4300,    0.8200,    0.6700
   275.50,    6.8204,    9.7781,    6.7239,    1.3718,   -0.4949,   -0.6277,    0.0750,    1.0000,    0.7900
   275.60,    6.6684,    9.8860,    6.4623,    1.2747,   -0.5031,   -0.3535,    0.2700,    0.7500,    0.8900
   275.70,    6.7767,    9.5518,    7.1640,    1.0315,   -0.9146,   -0.3244,    0.2700,    1.0000,   -0.2100
   275.80,    7.1267,    9.7737,    7.3000,    0.6756,   -0.9229,   -0.6781,    0.1800,    1.2700,   -0.2800
   275.90,    7.2968,    9.3351,    7.1680,    1.0313,   -0.5422,   -1.4887,    0.3500,    1.1700,   -0.2500
   276.00,    7.4584,    9.4080,    7.2070,    0.7590,   -0.9037,   -1.1384,    0.1900,    1.1200,   -0.0600
   276.10,    7.5547,    9.2763,    7.5405,    1.0772,   -0.1790,   -0.8089,    0.4900,    1.3700,    0.1600
   276.20,    7.4400,    8.9426,    7.5988,    0.7354,   -0.3624,   -0.8480,    0.6500,    1.0400,    0.3300
   276.30,    7.1250,    9.0800,    7.5323,    0.8927,   -0.4952,   -1.1768,    0.8600,    1.2900,    0.3000
   276.40,    7.0358,    9.1957,    7.2333,    0.8354,   -0.5095,   -1.5270,    0.4900,    1.0800,    0.5200
   276.50,    7.2436,    9.0239,    7.3605,    1.1744,   -0.5021,   -1.3154,    0.8800,    1.0600,    0.3350
   276.60,    6.8645,    8.9768,    7.5113,    1.0708,   -0.7572,   -1.1224,    0.6900,    1.0400,    0.1300
   276.70,    7.0900,    9.0628,    7.5619,    0.5393,   -0.7609,   -1.0413,    0.4000,    1.5800,    0.1550
   276.80,    7.1809,    9.1162,    7.6177,    0.5825,   -0.3839,   -1.4085,    0.4300,    1.4100,    0.0100
   276.90,    7.2069,    9.1391,    7.1855,    0.8350,   -0.7444,   -1.5150,    0.5050,    1.3700,    0.2350
   277.00,    7.2033,    8.9350,    7.3187,    1.2122,   -0.6483,   -1.3526,    0.3800,    1.0100,    0.3100
   277.10,    6.8395,    8.9591,    7.1922,    0.8683,   -0.8449,   -1.4821,    0.3150,    1.0600,    0.2350
   277.20,    6.9908,    9.1393,    7.2601,    0.6803,   -0.6304,   -1.2814,    0.3700,    0.9600,    0.1300
   277.30,    7.0554,    9.1903,    7.1897,    0.7630,   -0.5814,   -1.2010,    0.2050,    1.1300,    0.1250
   277.40,    7.2053,    8.9106,    7.1023,    0.5000,   -0.9719,   -1.2723,    0.2200,    1.2400,    0.1800
   277.50,    6.6749,    8.6988,    7.4266,    0.2354,   -0.7557,   -1.1577,   -0.8900,    1.1900,    0.2600
   277.60,    6.5704,    8.8392,    7.5941,    0.5645,   -0.7385,   -0.9840,   -0.9000,    0.9700,    0.1200
   277.70,    6.0473,    8.8497,    7.1800,    0.0087,   -0.7087,   -1.0348,   -0.5950,    1.0600,    0.2100
   277.80,    6.6475,    8.3796,    6.8474,    0.1109,   -0.7094,   -1.1113,   -0.4400,    1.0300,    0.4000
   277.90,    6.8847,    8.5333,    7.2260,   -0.0808,   -0.6264,   -1.0327,   -0.4250,    0.8300,    0.5650
   278.00,    6.7703,    8.7702,    7.0828,   -0.6577,   -0.5831,   -0.5338,   -0.3600,    0.7800,    0.6900
   278.10,    6.6005,    8.6247,    7.7979,   -0.8994,   -0.5582,   -0.6419,    0.0250,    1.1500,    0.3700
   278.20,    6.6581,    8.1134,    7.9514,   -0.6714,   -0.5141,   -0.4129,    0.0200,    1.4500,   -0.0100
   278.30,    6.7739,    8.1521,    7.8656,   -1.0348,   -0.4809,   -0.1492,   -0.5600,    1.3900,   -0.1100
   278.40,    6.7398,    8.2883,    7.5316,   -0.9891,   -0.3715,    0.5116,   -0.2100,    1.6100,    0.4100
   278.50,    6.1589,    8.4693,    7.6788,   -0.7256,   -0.2211,    0.0666,    0.0300,    0.9500,    0.4550
   278.60,    6.2384,    8.3796,    8.1440,   -0.4451,   -0.3033,   -0.5887,    0.1300,    0.8900,    0.7900
   278.70,    6.0461,    8.4314,    8.3417,   -0.7644,   -0.3184,    0.2085,   -0.0200,    0.9800,    0.9700
   278.80,    6.0365,    8.2280,    8.2767,   -0.9472,   -0.2863,    0.3608,    0.0300,    0.9100,    0.8100
   278.90,    5.9565,    8.5498,    8.1790,   -0.8466,   -0.2967,    0.3738,    0.1400,    0.5500,    0.7750
   279.00,    5.8584,    8.3021,    8.3225,   -0.9477,   -0.0778,    0.0459,   -0.1200,    0.9200,    0.5800
   279.10,    6.1356,    8.6087,    7.8687,   -0.7392,   -0.2538,    0.0578,   -0.0500,    0.8300,    1.2600
   279.20,    6.3027,    8.7343,    7.3392,   -0.7365,   -0.1743,    0.3953,   -0.0200,    0.7600,    1.3000
   279.30,    6.6864,    8.6301,    7.4870,   -0.5540,   -0.0802,    0.5844,    0.0750,    0.8500,    1.1200
   279.40,    6.8868,    8.6454,    7.4212,   -0.7360,    0.0855,    1.0038,   -0.2400,    0.7700,    0.8800
   279.50,    6.5687,    8.7732,    7.2726,   -0.6397,   -0.0270,    0.8217,   -0.4500,    0.6800,    0.8250
   279.60,    6.7214,    8.6508,    7.4835,   -0.2006,    0.1574,    1.0186,   -0.4400,    0.7100,    0.9600
   279.70,    6.4916,    8.7178,    7.2008,    0.2200,    0.3081,    0.4781,   -0.6500,    0.7100,    1.2350
   279.80,    6.2412,    8.7222,    7.2168,   -0.0031,    0.3300,    0.9859,   -0.7100,    0.5300,    1.1700
   279.90,    5.7854,    8.7828,    7.3987,   -0.2372,    0.3588,    0.7232,   -0.0650,    0.5700,    1.1700
   280.00,    5.9919,    8.7663,    7.3225,   -0.0622,    0.4352,   -0.0484,   -0.1000,    0.5400,    1.3500
   280.10,    5.5809,    8.6831,    6.9541,   -0.5152,    0.4748,   -0.2682,   -0.1850,    0.5100,    1.5500
   280.20,    5.3940,    8.6996,    7.6461,   -0.3565,    0.3985,   -0.0728,    0.1900,    0.3800,    1.1400
   280.30,    5.1671,    8.5264,    7.7336,   -0.4520,    0.2419,    0.0555,    0.5050,    0.3100,    1.4050
   280.40,    4.8311,    8.7606,    7.6162,    0.5148,    0.2493,   -0.4683,   -0.0800,    0.3300,    1.2300
   280.50,    5.6584,    8.5368,    7.5004,    0.2174,    0.1577,   -0.1049,   -0.7950,    0.4300,    1.3200
   280.60,    5.3408,    8.5712,    7.3579,    0.1927,    0.2830,   -0.2792,   -0.6000,    0.3400,    1.3800
   280.70,    5.5004,    8.5254,    6.9394,    0.7787,    0.1919,    0.2572,   -0.2550,    0.2800,    1.4100
   280.80,    5.6846,    8.4351,    6.8083,    0.5840,    0.1737,    0.2518,   -0.1300,    0.2800,    1.3800
   280.90,    6.9132,    8.2014,    6.9342,    0.7028,   -0.0118,    0.0963,    0.1700,    0.4200,    1.3400
   281.00,    7.1947,    8.4762,    7.0186,    1.2823,   -0.2772,    0.1636,    0.3200,    0.4400,    1.5000
   281.10,    7.0418,    8.7569,    7.0739,    0.9323,    0.1633,   -0.2286,   -0.5800,    0.1100,    1.3400
   281.20,    6.1405,    8.5656,    7.4330,    1.2811,   -0.3090,   -0.4267,   -0.4100,    0.5800,    1.2700
   281.30,    6.3282,    8.3265,    7.4493,    1.1154,   -0.1602,   -0.6170,    0.0250,    0.5800,    1.2650
   281.40,    6.4099,    8.2932,    7.3175,    1.3498,   -0.5277,   -0.2984,   -0.0200,    0.4400,    1.1500
   281.50,    6.6383,    8.3375,    6.9534,    0.9113,   -0.7146,   -0.3502,    0.5600,    0.4800,    1.1350
   281.60,    6.5763,    7.9258,    6.7349,    0.4584,   -0.4944,   -0.0208,    0.5900,    1.0600,    1.2000
   281.70,    6.7225,    7.5675,    6.6373,    0.7186,   -0.3033,   -0.1539,    0.2300,    0.9300,    1.5800
   281.80,    6.9743,    7.6401,    6.2399,    0.7566,   -0.3728,   -0.1671,    0.1000,    0.5000,    1.5100
   281.90,    7.2399,    8.1982,    6.2372,    1.0884,   -0.2757,   -0.6091,    0.4750,    0.2000,    1.2400
   282.00,    6.7583,    7.7840,    7.1543,    1.0649,    0.4286,   -0.3612,    0.7100,    0.9300,    0.6600
   282.10,    8.1387,    7.7224,    6.9495,    0.6146,    0.3498,    0.0589,   -0.1000,    1.1400,    0.8050
   282.20,    8.0760,    7.6576,    7.0676,    0.4288,    0.8191,    0.1126,   -0.4600,    0.4700,    0.7900
   282.30,    8.2323,    6.7224,    7.0465,    0.2877,    1.0676,    0.1100,    0.0900,    1.0500,    0.7150
   282.40,    8.3501,    7.5303,    7.3565,    0.6334,    1.5658,   -0.1511,    0.3100,    1.1300,    0.9000
   282.50,    7.7377,    7.1388,    7.4671,    0.5155,    0.9834,   -0.0663,    0.0400,    1.1900,    0.6400
   282.60,    7.5515,    7.8355,    6.9819,    0.4071,    1.5178,    0.2303,    0.3300,    1.3300,    0.7600
   282.70,    8.0930,    7.7512,    7.4018,    0.1744,    1.1013,    0.1180,    0.4450,    0.9500,    0.3850
   282.80,    7.9334,    7.7143,    7.3937,   -0.2085,    1.4601,    0.8223,    0.3200,    0.2000,    0.4600
   282.90,    7.5095,    7.8106,    6.7002,    0.2559,    0.9661,    1.1611,    0.1200,    0.3200,    0.9250
   283.00,    7.4705,    8.2565,    6.6189,    0.2547,    0.3512,    1.0977,   -0.2200,    0.4700,    0.9300
   283.10,    7.7497,    8.5774,    6.5045,    0.4172,    0.2909,    0.7239,   -0.2100,    0.6900,    0.7900
   283.20,    7.8320,    7.0290,    6.5436,    0.3276,    0.8915,    0.7251,   -0.0600,    0.5500,    0.4700
   283.30,    7.9164,    7.4508,    6.8622,    0.2489,    1.2853,    0.6538,    0.4300,    0.9700,    0.4350
   283.40,    7.4582,    6.9122,    6.8132,    0.2389,    1.6680,    0.9078,    0.1600,    0.8900,    0.7400
   283.50,    7.7773,    6.8051,    6.6894,   -0.0104,    1.6121,    1.0173,    0.2350,    0.9500,    0.8600
   283.60,    7.6744,    6.4779,    6.6475,   -0.3614,    1.9566,    0.9231,    0.1900,    1.0000,    1.0900
   283.70,    6.9422,    6.4197,    7.1039,   -0.2590,    0.6315,    0.6870,    0.6650,    1.1000,    0.9600
   283.80,    7.0368,    6.9731,    7.1179,    0.0732,    0.9987,    1.0378,    1.0800,    0.8000,    0.7400
   283.90,    6.9213,    6.7687,    6.7949,   -0.2045,    1.3868,    1.1442,    0.6800,    0.6800,    0.4250
   284.00,    6.6026,    6.6859,    6.7573,   -0.7424,    2.0605,    1.0149,    0.6300,    0.7600,    0.5400
   284.10,    6.2494,    6.4081,    6.3429,   -0.8534,    1.3639,    0.9961,    0.7950,    0.8400,    0.3150
   284.20,    6.2569,    6.3321,    6.6748,   -1.2336,    1.4614,    0.9905,    0.9400,    0.6800,    0.5200
   284.30,    5.9346,    6.1053,    7.0713,   -1.8004,    2.0320,    0.8077,    0.7950,    0.8800,    0.0750
   284.40,    5.7227,    6.3148,    6.9277,   -2.0473,    2.0078,    0.7295,    0.9100,    0.8300,   -0.2600
   284.50,    6.4165,    6.3695,    7.3221,   -1.2568,    2.1428,    0.7957,    0.3400,    0.7800,   -0.2650
   284.60,    6.4354,    6.2099,    7.9376,   -1.4112,    2.1659,    0.9176,    0.2700,    0.8500,   -0.4700
   284.70,    5.4165,    5.9107,    7.5894,   -1.9032,    1.7018,    0.7075,    0.3300,    1.1200,   -0.0550
   284.80,    6.6888,    5.7061,    6.9110,   -1.0381,    1.9758,    1.0979,    0.2200,    1.1100,   -0.4200
   284.90,    6.1707,    6.2575,    6.4357,   -1.1409,    2.2430,    0.3271,   -0.0800,    1.2700,   -0.4150
   285.00,    6.7297,    6.1092,    6.1641,   -0.7909,    2.2319,    0.0444,    0.1100,    0.8800,   -0.3000
   285.10,    6.5411,    6.5274,    6.0459,   -0.8212,    2.1337,    0.9489,    0.4600,    0.7200,    0.5900
   285.20,    6.9383,    6.5663,    6.0272,   -0.8650,    1.8749,    0.4052,    0.3000,    0.8800,    0.3700
   285.30,    7.4180,    6.7529,    6.4142,   -1.0875,    2.2112,    0.9087,    0.2050,    0.8900,    0.6250
   285.40,    7.9043,    7.1447,    6.9152,   -1.4802,    2.0955,    0.5997,    0.2000,    0.8700,   -0.9100
   285.50,    7.6433,    6.9553,    6.9817,   -0.9209,    2.1292,    0.7254,    0.3900,    0.6000,   -0.5650
   285.60,    7.3372,    7.0514,    7.1834,   -0.9229,    1.9273,    0.9105,    0.6000,    0.5800,   -0.7500
   285.70,    6.8622,    6.7931,    7.0961,   -0.9705,    2.1164,    1.0993,    0.7300,    0.4700,   -1.0800
   285.80,    6.8585,    6.6672,    7.3343,   -1.2595,    1.5168,    0.9575,    0.7400,    0.6900,   -0.5700
   285.90,    6.4194,    6.2070,    7.4118,   -1.3099,    2.0160,    0.6750,    0.7300,    1.1600,   -0.4500
   286.00,    6.6036,    6.1713,    7.0600,   -1.0985,    1.7266,    0.2328,    0.8800,    0.8900,   -0.5800
   286.10,    6.5470,    5.9644,    7.8775,   -0.9273,    1.7867,    0.3047,    0.2800,    0.8500,    0.1000
   286.20,    6.8243,    5.8452,    7.6364,   -0.4587,    1.8291,   -0.4587,   -0.3000,    0.9500,    0.2400
   286.30,    6.4746,    5.9417,    7.4685,   -0.5408,    1.8552,   -0.4544,   -0.6800,    0.7500,    0.2200
   286.40,    6.1626,    6.0134,    7.4951,   -0.2336,    1.7357,   -0.1198,   -0.3700,    1.0000,    0.5300
   286.50,    6.1105,    6.2498,    7.7480,   -0.1866,    1.5510,   -0.3809,    0.0650,    1.2700,    0.2650
   286.60,    5.8858,    6.1996,    7.4281,    0.3380,    1.4380,   -0.2706,    0.2100,    1.1000,    0.4500
   286.70,    6.0997,    5.6945,    7.1761,   -0.1273,    1.4900,   -0.2196,   -0.1350,    1.1600,    0.5350
   286.80,    6.2574,    5.5595,    6.8607,   -0.1934,    1.5446,   -0.2334,   -0.1500,    1.1100,    0.5800
   286.90,    6.2058,    5.3775,    6.9302,   -0.1214,    0.9381,   -0.1607,    0.0400,    0.9400,    0.4400
   287.00,    6.7785,    5.4086,    6.8841,   -0.5498,    1.0915,   -0.3658,    0.4500,    0.6000,    0.3700
